date,warehouse_code,customer_id,order_id,route_id,product_id,quantity
2026-06-22 14:43:49.598296,CEDI-01,689886443,2026062278055,R-20260622-93,SVC-001,50
2026-06-22 14:43:49.598296,CEDI-01,689886443,2026062278055,R-20260622-93,TRBT-004,35
2026-06-22 14:43:49.598296,CEDI-01,689886443,2026062278055,R-20260622-93,CONS-002,45
2026-06-22 14:43:49.598296,CEDI-01,689886443,2026062278055,R-20260622-93,TRBT-010,35
2026-06-22 14:43:49.598296,CEDI-01,689886443,2026062278055,R-20260622-93,ACC-002,45
2026-06-22 14:43:49.598296,CEDI-01,689886443,2026062278055,R-20260622-93,TRBT-009,5
2026-06-22 14:43:49.598296,CEDI-01,689886443,2026062278055,R-20260622-93,CONS-001,20
2026-06-22 14:43:49.598296,CEDI-01,689886443,2026062278055,R-20260622-93,TRBT-001,50
2026-06-22 14:43:49.598296,CEDI-01,215285748,2026062232638,R-20260622-93,TRBT-006,20
2026-06-22 14:43:49.598296,CEDI-01,215285748,2026062232638,R-20260622-93,TRBT-003,35
2026-06-22 14:43:49.598296,CEDI-01,215285748,2026062232638,R-20260622-93,ACC-001,30
2026-06-22 14:43:49.598296,CEDI-01,912383923,2026062299020,R-20260622-93,TRBT-005,40
2026-06-22 14:43:49.598296,CEDI-01,912383923,2026062299020,R-20260622-93,TRBT-009,35
2026-06-22 14:43:49.598296,CEDI-01,912383923,2026062299020,R-20260622-93,CONS-003,5
2026-06-22 14:43:49.598296,CEDI-01,912383923,2026062299020,R-20260622-93,TRBT-004,40
2026-06-22 14:43:49.598296,CEDI-01,912383923,2026062299020,R-20260622-93,CONS-001,30
2026-06-22 14:43:49.598296,CEDI-01,912383923,2026062299020,R-20260622-93,ACC-004,10
2026-06-22 14:43:49.598296,CEDI-01,60033670,2026062274633,R-20260622-93,ACC-001,10
2026-06-22 14:43:49.598296,CEDI-01,60033670,2026062274633,R-20260622-93,CONS-002,25
2026-06-22 14:43:49.598296,CEDI-01,60033670,2026062274633,R-20260622-93,ACC-004,5
2026-06-22 14:43:49.598296,CEDI-01,60033670,2026062274633,R-20260622-93,TRBT-004,5
2026-06-22 14:43:49.598296,CEDI-01,60033670,2026062274633,R-20260622-93,TRBT-008,5
2026-06-22 14:43:49.598296,CEDI-01,60033670,2026062274633,R-20260622-93,CONS-001,15
2026-06-22 14:43:49.598296,CEDI-01,60033670,2026062274633,R-20260622-93,ACC-003,50
2026-06-22 14:43:49.598296,CEDI-01,60033670,2026062274633,R-20260622-93,SVC-002,40
2026-06-22 14:43:49.598296,CEDI-01,60033670,2026062274633,R-20260622-93,CONS-003,20
2026-06-22 14:43:49.598296,CEDI-01,60033670,2026062274633,R-20260622-93,TRBT-010,30
2026-06-22 14:43:49.598296,CEDI-01,60033670,2026062274633,R-20260622-93,TRBT-003,50
2026-06-22 14:43:49.598296,CEDI-01,60033670,2026062274633,R-20260622-93,SVC-001,20
2026-06-22 14:43:49.598296,CEDI-01,60033670,2026062274633,R-20260622-93,TRBT-001,50
2026-06-22 14:43:49.598296,CEDI-01,60033670,2026062274633,R-20260622-93,TRBT-005,15
2026-06-22 14:43:49.598296,CEDI-01,60033670,2026062274633,R-20260622-93,TRBT-006,20
2026-06-22 14:43:49.598296,CEDI-01,60033670,2026062274633,R-20260622-93,ACC-002,45
2026-06-22 14:43:49.598296,CEDI-01,60033670,2026062274633,R-20260622-93,TRBT-009,35
2026-06-22 14:43:49.598296,CEDI-01,60033670,2026062274633,R-20260622-93,TRBT-007,35
2026-06-22 14:43:49.598296,CEDI-01,353823158,2026062260271,R-20260622-93,TRBT-003,45
2026-06-22 14:43:49.598296,CEDI-01,353823158,2026062260271,R-20260622-93,SVC-002,30
2026-06-22 14:43:49.598296,CEDI-01,353823158,2026062260271,R-20260622-93,SVC-001,40
2026-06-22 14:43:49.598296,CEDI-01,353823158,2026062260271,R-20260622-93,TRBT-007,20
2026-06-22 14:43:49.598296,CEDI-01,353823158,2026062260271,R-20260622-93,TRBT-009,35
2026-06-22 14:43:49.598296,CEDI-01,353823158,2026062260271,R-20260622-93,TRBT-002,5
2026-06-22 14:43:49.598296,CEDI-01,353823158,2026062260271,R-20260622-93,ACC-002,20
2026-06-22 14:43:49.598296,CEDI-01,353823158,2026062260271,R-20260622-93,CONS-002,15
2026-06-22 14:43:49.598296,CEDI-01,353823158,2026062260271,R-20260622-93,CONS-003,50
2026-06-22 14:43:49.598296,CEDI-01,799345411,2026062230695,R-20260622-93,TRBT-009,15
2026-06-22 14:43:49.598296,CEDI-01,799345411,2026062230695,R-20260622-93,CONS-001,45
2026-06-22 14:43:49.598296,CEDI-01,799345411,2026062230695,R-20260622-93,TRBT-010,35
2026-06-22 14:43:49.598296,CEDI-01,799345411,2026062230695,R-20260622-93,ACC-003,35
2026-06-22 14:43:49.598296,CEDI-01,799345411,2026062230695,R-20260622-93,CONS-002,40
2026-06-22 14:43:49.598296,CEDI-01,799345411,2026062230695,R-20260622-93,TRBT-008,10
2026-06-22 14:43:49.598296,CEDI-01,799345411,2026062230695,R-20260622-93,TRBT-005,45
2026-06-22 14:43:49.598296,CEDI-01,799345411,2026062230695,R-20260622-93,ACC-002,35
2026-06-22 14:43:49.598296,CEDI-01,799345411,2026062230695,R-20260622-93,TRBT-004,30
2026-06-22 14:43:49.598296,CEDI-01,788914916,2026062217543,R-20260622-93,ACC-003,45
2026-06-22 14:43:49.598296,CEDI-01,788914916,2026062217543,R-20260622-93,TRBT-008,10
2026-06-22 14:43:49.598296,CEDI-01,788914916,2026062217543,R-20260622-93,ACC-001,10
2026-06-22 14:43:49.598296,CEDI-01,788914916,2026062217543,R-20260622-93,TRBT-004,35
2026-06-22 14:43:49.598296,CEDI-01,788914916,2026062217543,R-20260622-93,CONS-002,15
2026-06-22 14:43:49.598296,CEDI-01,788914916,2026062217543,R-20260622-93,TRBT-002,50
2026-06-22 14:43:49.598296,CEDI-01,788914916,2026062217543,R-20260622-93,ACC-004,15
2026-06-22 14:43:49.598296,CEDI-01,788914916,2026062217543,R-20260622-93,ACC-002,20
2026-06-22 14:43:49.598296,CEDI-01,788914916,2026062217543,R-20260622-93,TRBT-001,50
2026-06-22 14:43:49.598296,CEDI-01,788914916,2026062217543,R-20260622-93,CONS-003,50
2026-06-22 14:43:49.598296,CEDI-01,788914916,2026062217543,R-20260622-93,TRBT-009,45
2026-06-22 14:43:49.598296,CEDI-01,788914916,2026062217543,R-20260622-93,CONS-001,35
2026-06-22 14:43:49.598296,CEDI-01,788914916,2026062217543,R-20260622-93,TRBT-010,35
2026-06-22 14:43:49.598296,CEDI-01,788914916,2026062217543,R-20260622-93,TRBT-007,35
2026-06-22 14:43:49.598296,CEDI-01,788914916,2026062217543,R-20260622-93,TRBT-003,40
2026-06-22 14:43:49.598296,CEDI-01,788914916,2026062217543,R-20260622-93,TRBT-006,25
2026-06-22 14:43:49.598296,CEDI-01,788914916,2026062217543,R-20260622-93,SVC-002,50
2026-06-22 14:43:49.598296,CEDI-01,788914916,2026062217543,R-20260622-93,TRBT-005,35
2026-06-22 14:43:49.598296,CEDI-01,788914916,2026062217543,R-20260622-93,SVC-001,10
2026-06-22 14:43:49.598296,CEDI-01,994428497,2026062242793,R-20260622-93,CONS-001,35
2026-06-22 14:43:49.598296,CEDI-01,994428497,2026062242793,R-20260622-93,TRBT-008,5
2026-06-22 14:43:49.598296,CEDI-01,260065888,2026062234199,R-20260622-93,TRBT-001,15
2026-06-22 14:43:49.598296,CEDI-01,260065888,2026062234199,R-20260622-93,CONS-003,15
2026-06-22 14:43:49.598296,CEDI-01,260065888,2026062234199,R-20260622-93,SVC-002,50
2026-06-22 14:43:49.598296,CEDI-01,260065888,2026062234199,R-20260622-93,TRBT-009,15
2026-06-22 14:43:49.598296,CEDI-01,260065888,2026062234199,R-20260622-93,SVC-001,20
2026-06-22 14:43:49.598296,CEDI-01,260065888,2026062234199,R-20260622-93,ACC-001,15
2026-06-22 14:43:49.598296,CEDI-01,260065888,2026062234199,R-20260622-93,TRBT-010,50
2026-06-22 14:43:49.598296,CEDI-01,260065888,2026062234199,R-20260622-93,TRBT-002,25
2026-06-22 14:43:49.598296,CEDI-01,260065888,2026062234199,R-20260622-93,ACC-003,25
2026-06-22 14:43:49.598296,CEDI-01,260065888,2026062234199,R-20260622-93,ACC-004,45
2026-06-22 14:43:49.598296,CEDI-01,260065888,2026062234199,R-20260622-93,ACC-002,45
2026-06-22 14:43:49.598296,CEDI-01,260065888,2026062234199,R-20260622-93,TRBT-007,5
2026-06-22 14:43:49.598296,CEDI-01,260065888,2026062234199,R-20260622-93,TRBT-004,10
2026-06-22 14:43:49.598296,CEDI-01,260065888,2026062234199,R-20260622-93,TRBT-005,40
2026-06-22 14:43:49.598296,CEDI-01,260065888,2026062234199,R-20260622-93,TRBT-008,10
2026-06-22 14:43:49.598296,CEDI-01,260065888,2026062234199,R-20260622-93,CONS-001,15
2026-06-22 14:43:49.598296,CEDI-01,260065888,2026062234199,R-20260622-93,TRBT-006,10
2026-06-22 14:43:49.598296,CEDI-01,260065888,2026062234199,R-20260622-93,CONS-002,15
2026-06-22 14:43:49.598296,CEDI-01,722387564,2026062272540,R-20260622-93,TRBT-009,15
2026-06-22 14:43:49.598296,CEDI-01,722387564,2026062272540,R-20260622-93,CONS-001,35
2026-06-22 14:43:49.598296,CEDI-01,722387564,2026062272540,R-20260622-93,TRBT-001,40
2026-06-22 14:43:49.598296,CEDI-01,722387564,2026062272540,R-20260622-93,TRBT-003,25
2026-06-22 14:43:49.598296,CEDI-01,722387564,2026062272540,R-20260622-93,CONS-002,40
2026-06-22 14:43:49.598296,CEDI-01,722387564,2026062272540,R-20260622-93,TRBT-010,20
2026-06-22 14:43:49.598296,CEDI-01,722387564,2026062272540,R-20260622-93,TRBT-008,20
2026-06-22 14:43:49.598296,CEDI-01,722387564,2026062272540,R-20260622-93,ACC-003,25
2026-06-22 14:43:49.598296,CEDI-01,853806808,2026062274823,R-20260622-93,SVC-002,20
2026-06-22 14:43:49.598296,CEDI-01,853806808,2026062274823,R-20260622-93,TRBT-007,15
2026-06-22 14:43:49.598296,CEDI-01,853806808,2026062274823,R-20260622-93,CONS-002,25
2026-06-22 14:43:49.598296,CEDI-01,853806808,2026062274823,R-20260622-93,TRBT-006,40
2026-06-22 14:43:49.598296,CEDI-01,853806808,2026062274823,R-20260622-93,TRBT-001,35
2026-06-22 14:43:49.598296,CEDI-01,853806808,2026062274823,R-20260622-93,TRBT-010,50
2026-06-22 14:43:49.598296,CEDI-01,853806808,2026062274823,R-20260622-93,ACC-004,30
2026-06-22 14:43:49.598296,CEDI-01,853806808,2026062274823,R-20260622-93,TRBT-003,25
2026-06-22 14:43:49.598296,CEDI-01,853806808,2026062274823,R-20260622-93,CONS-001,50
2026-06-22 14:43:49.598296,CEDI-01,853806808,2026062274823,R-20260622-93,SVC-001,35
2026-06-22 14:43:49.598296,CEDI-01,853806808,2026062274823,R-20260622-93,ACC-003,35
2026-06-22 14:43:49.598296,CEDI-01,533806984,2026062240053,R-20260622-93,CONS-002,15
2026-06-22 14:43:49.598296,CEDI-01,889511992,2026062279036,R-20260622-93,TRBT-008,30
2026-06-22 14:43:49.598296,CEDI-01,889511992,2026062279036,R-20260622-93,SVC-001,45
2026-06-22 14:43:49.598296,CEDI-01,889511992,2026062279036,R-20260622-93,CONS-001,30
2026-06-22 14:43:49.598296,CEDI-01,889511992,2026062279036,R-20260622-93,TRBT-006,10
2026-06-22 14:43:49.598296,CEDI-01,889511992,2026062279036,R-20260622-93,CONS-003,25
2026-06-22 14:43:49.598296,CEDI-01,889511992,2026062279036,R-20260622-93,SVC-002,10
2026-06-22 14:43:49.598296,CEDI-01,889511992,2026062279036,R-20260622-93,TRBT-002,15
2026-06-22 14:43:49.598296,CEDI-01,889511992,2026062279036,R-20260622-93,ACC-003,40
2026-06-22 14:43:49.598296,CEDI-01,889511992,2026062279036,R-20260622-93,CONS-002,15
2026-06-22 14:43:49.598296,CEDI-01,889511992,2026062279036,R-20260622-93,TRBT-003,10
2026-06-22 14:43:49.598296,CEDI-01,889511992,2026062279036,R-20260622-93,ACC-002,20
2026-06-22 14:43:49.598296,CEDI-01,889511992,2026062279036,R-20260622-93,TRBT-001,45
